GC	start	end	Chromosome	type	Entrezgene
44.18	111874056	111881243	11	protein_coding	91893
55.00	87629755	87629834	2	miRNA	100616499
65.43	88082519	88082599	2	miRNA	100616447
44.59	87194786	87194859	2	miRNA	100616370
41.18	101309450	101309534	2	miRNA	100847007
47.37	101272936	101273049	2	snoRNA	692205
59.60	109141490	109141588	2	miRNA	100422863
67.27	109313571	109313625	2	miRNA	100423027
40.65	84167228	84172093	10	lncRNA	642934
29.71	113582959	113583096	2	miRNA	100302128
48.35	84173801	84185294	10	protein_coding	387695
42.92	111878935	111885975	11	protein_coding	64776
37.97	113721290	113721368	2	miRNA	100616208
51.31	84194537	84219621	10	protein_coding	92211
55.41	111321013	111321086	2	miRNA	100616341
52.94	134127125	134127192	2	miRNA	100500878
40.48	70290104	70420886	X	protein_coding	24137
46.67	140586626	140586685	2	miRNA	102465692
61.19	7617439	7617505	19	miRNA	102465475
47.76	159186835	159186901	2	miRNA	102465535
60.81	7619525	7629545	19	protein_coding	56949
52.28	63506052	63516774	11	protein_coding	85329
80.82	160407810	160407882	2	miRNA	100616364
66.23	175167633	175167709	2	miRNA	100126350
53.33	181305593	181305652	2	miRNA	100616213
38.57	184378975	184379044	2	miRNA	100616305
43.42	189133036	189133111	2	miRNA	100422908
48.96	74231499	74254458	7	protein_coding	5982
34.21	168582943	168583018	2	miRNA	100616356
53.75	212926257	212926336	2	miRNA	100616267
39.78	213758067	213758159	2	miRNA	100616375
54.79	179860836	179860908	2	miRNA	100302172
53.75	212926257	212926336	2	miRNA	100616472
54.81	214846947	214847081	2	snoRNA	109617008
53.12	219906502	219906565	2	miRNA	100422959
46.43	226658710	226658793	2	miRNA	100847053
54.67	206783234	206783308	2	miRNA	100422993
54.67	206783234	206783308	2	miRNA	100423002
56.66	46694528	46710886	3	protein_coding	259236
28.21	241477905	241477982	2	miRNA	100422942
77.42	176629439	176629500	5	miRNA	100422962
66.97	10911934	10914225	2	protein_coding	3754
39.95	235131634	235328219	1	protein_coding	51742
52.34	176630618	176646644	5	protein_coding	253314
37.36	75252924	75284948	6	protein_coding	55754
50.35	375931	384079	8	lncRNA	157693
58.91	46712117	46717869	3	protein_coding	29122
41.53	104330324	104467055	8	protein_coding	1807
47.38	11133128	11151317	2	protein_coding	130813
57.95	46877721	46903799	3	protein_coding	5745
58.70	176647387	176659054	5	protein_coding	26262
50.04	11155198	11178870	2	protein_coding	130814
61.12	7631611	7633719	19	protein_coding	126006
44.24	104339087	104356689	8	protein_coding	81501
45.70	84220571	84225544	10	protein_coding	340745
48.53	63536808	63546462	11	protein_coding	5920
62.83	7669049	7670455	19	protein_coding	56729
36.08	104484369	104484465	8	miRNA	693127
51.44	70423031	70433390	X	protein_coding	54857
46.41	123644442	123653801	8	protein_coding	340359
47.86	63552770	63563379	11	protein_coding	54979
49.21	84230666	84259960	10	protein_coding	5995
42.43	63624087	63671921	11	protein_coding	25923
40.71	6499632	6563409	8	protein_coding	285
58.08	7680833	7687703	19	protein_coding	126003
36.22	13361354	13484365	4	protein_coding	9364
53.51	7688758	7702146	19	protein_coding	2208
36.16	121961975	122075570	5	protein_coding	153443
42.12	63681446	63759891	11	protein_coding	10313
46.27	75428407	75428473	6	miRNA	100616389
41.96	11444375	11466177	2	protein_coding	1876
49.96	35213956	35253079	6	protein_coding	222663
38.02	122063195	122078413	5	protein_coding	4015
50.16	70427450	70435350	X	lncRNA	105373244
57.16	70452958	70455994	X	lncRNA	100873930
47.85	70281118	70290514	X	protein_coding	51248
48.23	35258909	35295985	6	protein_coding	7629
50.02	84231520	84241546	10	protein_coding	26103
40.69	84267747	84294659	10	lncRNA	170425
63.37	63488013	63499239	20	protein_coding	1917
46.30	17228241	17237593	10	protein_coding	7431
43.18	101349338	101390796	X	protein_coding	695
69.59	105472962	105480162	14	protein_coding	1397
43.30	6622124	6622220	8	miRNA	102465861
38.19	6708642	6761503	8	protein_coding	55326
67.65	7868719	7874390	19	protein_coding	80164
34.92	155829729	155866277	4	protein_coding	51802
58.09	94318198	94328644	9	protein_coding	54754
43.58	171387116	171411810	5	protein_coding	4869
52.07	74289407	74405935	7	protein_coding	7461
48.35	81309053	81324183	15	protein_coding	80765
54.66	7888505	7902021	19	protein_coding	80131
61.54	63759892	63768775	11	protein_coding	65998
36.51	155854738	155920406	4	protein_coding	6999
38.27	6745164	6745244	8	miRNA	100616348
39.73	6745168	6745240	8	miRNA	100616372
48.32	11676959	11760002	8	protein_coding	2626
38.26	110873263	111038470	9	protein_coding	1902
62.30	63400208	63472677	20	protein_coding	3785
52.78	63813456	63827716	11	protein_coding	144097
63.14	7903843	7914478	19	protein_coding	5609
42.93	81331088	81374213	15	protein_coding	342125
59.90	46979666	47009704	3	protein_coding	23218
38.51	155921580	155953912	4	protein_coding	1519
49.53	35342558	35428191	6	protein_coding	5467
39.76	18069935	18106087	11	protein_coding	113174
52.13	248810446	248825915	1	protein_coding	80851
37.88	110365248	110579880	9	protein_coding	79987
44.59	112466541	112530165	1	protein_coding	7482
40.65	41667168	41705834	7	protein_coding	3624
46.89	11372612	11403175	2	lncRNA	100874055
42.19	6406592	6648508	8	protein_coding	79648
37.70	190646746	190692766	2	protein_coding	4664
46.83	90265659	90275778	15	protein_coding	51335
40.64	41693884	41779388	7	lncRNA	285954
40.43	174110268	174160165	1	lncRNA	102724601
41.07	91880791	91886490	7	lncRNA	112267986
39.53	205712822	205750182	1	protein_coding	64710
51.49	44911316	44937010	10	protein_coding	643236
74.83	7924491	7926135	19	protein_coding	404217
39.87	110045846	110199199	4	protein_coding	79071
50.20	101954885	101956412	15	lncRNA	100124412
56.30	7926718	7943667	19	protein_coding	10469
31.16	101960459	101960596	15	miRNA	100422834
56.98	35468401	35470785	6	protein_coding	4736
61.76	101973524	101973591	15	miRNA	102465910
49.96	80152490	80186946	15	protein_coding	2184
49.41	70298970	70382650	10	protein_coding	55222
55.02	132162058	132244526	9	protein_coding	84628
52.35	142855061	142871094	7	protein_coding	2051
38.48	56718789	56819696	1	protein_coding	199920
58.33	35470508	35470579	6	miRNA	102465668
56.75	35473597	35497079	6	protein_coding	7005
36.28	110668779	110806558	9	protein_coding	4593
68.07	105486317	105488947	14	protein_coding	1396
27.27	110860582	110860647	4	miRNA	100126354
35.37	22208475	22218015	10	protein_coding	340900
37.41	22316386	22320306	10	protein_coding	23412
36.66	91500851	91525764	1	protein_coding	8317
56.90	76098019	76098076	17	miRNA	102466753
63.83	76136333	76141245	17	protein_coding	2302
40.87	191021526	191032314	2	lncRNA	105373805
41.22	59109857	59155260	17	protein_coding	348235
37.27	191029576	191151596	2	protein_coding	6775
36.72	112231740	112273110	4	protein_coding	55435
52.22	18172837	18174280	11	protein_coding	117196
53.74	35497874	35512896	6	protein_coding	7287
61.04	2328615	2355095	19	protein_coding	56928
39.13	59137758	59137872	17	miRNA	768216
40.70	59151136	59151221	17	miRNA	407027
42.22	18231355	18236802	11	protein_coding	6291
44.35	59155732	59206709	17	protein_coding	55771
41.82	18231423	18248635	11	protein_coding	100528017
56.48	38451027	38454820	3	lncRNA	100128640
33.46	173635338	173637130	1	protein_coding	730159
47.63	38453890	38493142	3	protein_coding	93
55.11	128411751	128437351	9	protein_coding	51148
43.37	18239223	18248668	11	protein_coding	6289
43.77	167175363	167195792	1	lncRNA	101928484
67.43	2930561	2934834	4	protein_coding	10227
42.73	174447964	174449545	1	protein_coding	9293
51.09	142871208	142885745	7	protein_coding	55503
49.11	109850945	109880541	12	protein_coding	51228
40.60	245749342	246507312	1	protein_coding	64754
38.36	57855500	57984126	8	lncRNA	100505477
37.42	58255771	58272137	8	lncRNA	101929528
64.62	105621116	105621180	14	miRNA	102465871
44.07	22316388	22329542	10	protein_coding	100532731
54.35	1934677	2025334	17	protein_coding	146760
55.93	2017716	2020706	17	lncRNA	105371485
35.78	18683169	18738100	12	protein_coding	89869
40.50	57994523	58204279	8	protein_coding	90362
56.23	2030137	2043898	17	protein_coding	1801
64.62	105640168	105640232	14	miRNA	102466889
60.97	100537147	100587417	14	protein_coding	57596
45.71	55993681	55994625	11	protein_coding	338674
41.23	179323031	179338583	3	protein_coding	51193
42.71	56122373	56123311	11	protein_coding	390152
52.17	46392291	46394228	2	lncRNA	105374582
40.34	46429190	46441833	2	lncRNA	101805491
41.91	22321099	22331484	10	protein_coding	648
40.04	56159394	56160317	11	protein_coding	219453
43.66	56176618	56177556	11	protein_coding	282775
47.50	46479565	46484425	2	protein_coding	388946
44.74	46490750	46542577	2	protein_coding	90423
30.14	35664717	35664789	6	miRNA	100847048
39.78	158972871	159000202	6	protein_coding	83861
45.79	142908101	142933746	7	protein_coding	56302
39.07	39902275	39928790	8	protein_coding	3620
43.36	80195481	80252213	15	protein_coding	100996492
38.43	21397119	21427577	19	protein_coding	284443
57.28	58227882	58228918	11	protein_coding	219960
42.41	159034468	159045152	6	protein_coding	117289
29.36	56743873	56743981	11	miRNA	102465135
43.97	46541806	46584688	2	protein_coding	23433
39.96	48331011	48343373	15	protein_coding	1854
55.57	76761468	76783015	14	protein_coding	22846
41.04	76611376	76906114	9	protein_coding	158471
38.33	173714941	173786692	1	protein_coding	27252
41.71	99271168	99350062	6	protein_coding	84553
46.67	21483374	21503238	19	lncRNA	400680
49.68	59503576	59504511	11	protein_coding	219986
43.87	56375624	56376553	11	protein_coding	219417
50.02	2937933	2963406	4	protein_coding	8602
53.09	7739993	7747564	19	protein_coding	30835
39.36	99369401	99394195	6	protein_coding	51805
37.97	56412696	56413680	11	protein_coding	79482
42.46	56417258	56418232	11	protein_coding	219479
50.96	76781733	76786724	14	lncRNA	100506603
39.61	46568256	46580238	2	lncRNA	100506142
35.94	99397629	99425331	6	protein_coding	25957
44.47	76786009	76826246	14	protein_coding	23357
45.55	56462469	56463401	11	protein_coding	390162
36.08	46580937	46617055	2	protein_coding	5281
46.01	205767986	205775482	1	protein_coding	8934
66.96	554850	560738	11	protein_coding	256329
47.10	142941114	142962363	7	protein_coding	3792
38.55	179347709	179394936	3	protein_coding	55669
62.41	1349240	1351878	16	protein_coding	115939
49.94	137877782	138124624	9	protein_coding	774
35.32	131904093	132013642	8	protein_coding	23167
41.03	18738119	18739188	12	protein_coding	93661
41.63	136648158	136660390	X	protein_coding	959
58.97	2042022	2043425	17	protein_coding	124641
37.97	99432325	99521728	6	protein_coding	85015
58.77	114043866	114046904	10	protein_coding	153
35.66	18242961	18648416	12	protein_coding	5288
41.69	15865719	15888625	16	protein_coding	123811
37.12	114120862	114174232	10	protein_coding	55088
65.35	2049908	2050008	17	miRNA	406921
73.64	2050271	2050380	17	miRNA	406994
62.84	77024543	77028708	14	protein_coding	64207
65.48	2054154	2063241	17	protein_coding	3090
63.07	557595	560107	11	lncRNA	692247
49.57	77041064	77069503	14	lncRNA	283575
39.04	46616416	46630176	2	protein_coding	9419
48.16	77069169	77076392	14	lncRNA	102724190
69.11	560404	564025	11	protein_coding	8045
47.20	76826372	76870304	14	protein_coding	145497
45.76	2059839	2303785	17	protein_coding	23293
42.73	180509380	180566523	1	lncRNA	148756
42.19	233671898	233773300	2	protein_coding	54600
36.09	215567304	215621807	1	protein_coding	51133
39.75	136665547	136780932	X	protein_coding	9459
42.19	143132077	143139739	7	protein_coding	5304
61.33	114174105	114174179	10	miRNA	100302224
48.24	114239254	114294489	10	protein_coding	340706
46.40	2963571	3040760	4	protein_coding	2868
53.87	142939343	142940868	7	protein_coding	135927
36.64	123452193	123535077	7	protein_coding	154865
70.41	103519667	103522833	14	protein_coding	1152
72.73	568089	568198	11	miRNA	406992
56.31	576470	612222	11	protein_coding	57661
53.07	30378106	30400108	16	protein_coding	197407
52.37	46578217	46594173	10	protein_coding	83849
42.92	233691607	233773300	2	protein_coding	54578
34.25	136879199	136879271	X	snoRNA	26787
40.15	111768011	112082776	X	protein_coding	7224
47.98	37492472	37527931	20	protein_coding	10904
51.75	30407414	30431108	16	protein_coding	51333
59.32	37474580	37484377	1	protein_coding	80149
38.42	112083016	112457514	X	protein_coding	340595
37.42	56087280	56245082	15	protein_coding	64864
54.81	30419625	30419759	16	snoRNA	109616959
51.20	30443631	30445874	16	protein_coding	22928
50.45	125319871	125325216	X	protein_coding	100129520
39.27	173596060	173669837	1	protein_coding	339416
52.95	48893447	48898143	X	protein_coding	10245
55.42	30503919	30504001	16	miRNA	100616405
49.85	46580708	46598150	10	lncRNA	102724593
64.51	30524004	30526821	16	protein_coding	79724
48.97	103562960	103607523	14	protein_coding	84334
42.26	210328252	210676296	1	protein_coding	55733
54.16	37521206	37523690	20	protein_coding	4826
55.87	46541736	46556658	10	protein_coding	9721
49.79	30534752	30537149	16	lncRNA	107984875
36.67	122374696	122432354	10	protein_coding	59338
40.65	94374569	94461042	9	protein_coding	84641
34.86	90963682	91005026	12	protein_coding	1833
47.10	37619298	37623119	20	lncRNA	100861522
58.06	30553764	30558374	16	protein_coding	92595
45.22	132024216	132059382	8	protein_coding	729330
49.34	37676889	37683234	20	lncRNA	100287792
49.00	25451594	25585531	20	protein_coding	22981
42.81	30890559	30943108	15	protein_coding	22909
35.56	123536997	123557904	7	protein_coding	4698
35.07	91102629	91111494	12	protein_coding	4060
60.05	35649295	35650931	9	protein_coding	27240
49.75	30573740	30585769	16	protein_coding	146540
48.55	2232680	2233610	17	lncRNA	101927839
51.59	103594027	103855584	10	protein_coding	9644
40.03	116766505	116849463	8	protein_coding	84294
45.63	2303383	2325260	17	protein_coding	63826
34.90	91140484	91183217	12	protein_coding	1634
48.18	30602558	30624012	16	protein_coding	115509
37.08	29576479	30191898	14	protein_coding	5587
46.81	35609982	35646810	9	protein_coding	971
60.24	64080082	64100643	20	protein_coding	4987
53.44	7476875	7497449	19	protein_coding	92960
42.45	116874424	116876868	8	lncRNA	644660
61.64	116874728	116874800	8	miRNA	100500914
43.16	116938207	116944487	8	protein_coding	441376
55.28	3686970	3712600	20	protein_coding	6614
39.07	179396088	179451476	3	protein_coding	59345
45.39	48684873	48982956	10	protein_coding	57705
53.45	22987417	23020509	8	protein_coding	23221
37.33	37780018	37813461	X	protein_coding	1536
42.44	233760270	233773300	2	protein_coding	54658
58.12	30650717	30656413	16	protein_coding	78994
54.07	7492976	7508450	19	protein_coding	374877
44.46	2322396	2336657	17	protein_coding	55720
44.35	235131183	235161283	1	protein_coding	23029
40.65	50312324	50335558	14	protein_coding	27109
53.33	1293918	1293992	X	miRNA	100500894
48.25	233833416	233854566	2	protein_coding	55355
50.88	1268800	1310381	X	protein_coding	1438
38.67	99520976	99589899	6	protein_coding	100130890
45.80	35115364	35147336	20	protein_coding	111089941
45.80	35115364	35147336	20	protein_coding	55741
60.97	7515292	7521025	19	protein_coding	140467
35.15	99542387	99568825	6	protein_coding	892
57.01	7522624	7534009	19	protein_coding	57192
41.07	84668375	85095751	9	protein_coding	4915
37.02	123584859	123624957	7	lncRNA	102724555
56.63	3244369	3271738	4	protein_coding	345222
37.62	80197526	80387757	14	protein_coding	1734
45.67	182398117	182400667	1	protein_coding	127670
42.42	123655866	123664290	7	protein_coding	442721
41.83	182407621	182414815	1	lncRNA	388719
35.41	123681943	123749003	7	protein_coding	8976
41.72	83090048	83137075	4	protein_coding	51316
40.16	185646463	185657168	1	lncRNA	105371653
36.30	60945177	61154531	5	protein_coding	91942
43.19	23020133	23069031	8	protein_coding	8795
43.00	35302566	35412031	20	protein_coding	55245
53.18	100969458	100987515	10	protein_coding	84545
57.39	63432304	63446354	17	protein_coding	1534
35.99	185734391	186190949	1	protein_coding	83872
39.18	59595976	59870776	14	protein_coding	6252
36.08	14873421	14922327	X	protein_coding	158747
43.50	233917373	234019522	2	protein_coding	79054
41.69	36035021	36071358	5	protein_coding	167127
39.21	123828983	123877481	7	protein_coding	23553
59.44	30658431	30670810	16	protein_coding	64319
55.88	7534004	7561764	19	protein_coding	10908
60.83	100602363	100608175	7	protein_coding	5118
39.35	83261536	83284914	4	protein_coding	27235
38.35	14690388	14873255	X	protein_coding	2187
35.48	36098407	36151887	5	protein_coding	92255
40.00	30938941	30991628	15	protein_coding	54893
57.23	100612102	100615384	7	protein_coding	64598
50.45	30472658	30523567	16	protein_coding	3683
48.26	120438090	120440737	12	protein_coding	1337
44.24	120443964	120446384	12	protein_coding	51499
46.68	120446444	120463749	12	protein_coding	283459
63.08	616577	626078	11	protein_coding	53841
39.25	179562886	179588407	3	protein_coding	86
41.22	83292461	83335153	4	protein_coding	10855
44.21	6271169	6353827	10	lncRNA	399715
47.04	120469850	120498493	12	protein_coding	8655
29.90	36147892	36147988	5	miRNA	693165
42.27	7444298	7472040	10	lncRNA	105376388
35.98	36192589	36242279	5	protein_coding	133686
41.02	25651712	25732935	10	lncRNA	101929052
40.35	54396849	54420218	14	protein_coding	1033
48.00	23068229	23083619	8	lncRNA	286059
53.90	100620416	100642779	7	protein_coding	7036
46.05	23084355	23103558	8	lncRNA	254896
55.60	33441156	33447596	9	protein_coding	360
