"peak","THL60-Rep1","THL60-Rep2","THL60-Rep3","T3h-Neu-Rep1","T3h-Neu-Rep2","T3h-Neu-Rep3","T6h-Neu-Rep1","T6h-Neu-Rep2","T6h-Neu-Rep3","T12h-Neu-Rep1","T12h-Neu-Rep2","T12h-Neu-Rep3"
"chr8_61734918_61735524",52,38,15,0,13,16,10,16,0,7,1,19
"chr8_61877571_61878070",12,10,4,1,1,5,6,8,0,2,0,5
"chr8_61882444_61882964",34,20,5,0,4,13,9,14,1,2,0,11
"chr8_61912957_61913922",26,19,8,0,6,17,3,10,1,4,0,14
"chr8_61990677_61991264",25,11,4,1,3,6,5,5,0,1,0,5
"chr8_62102558_62103209",18,11,5,0,4,19,4,9,0,2,0,13
"chr8_62113889_62114609",22,11,5,1,3,4,6,5,0,1,0,8
"chr8_62248838_62249897",51,19,11,3,11,24,9,16,1,5,1,30
"chr8_62598122_62598888",74,53,16,0,14,25,14,33,0,6,1,52
"chr8_62598924_62599680",50,38,10,0,4,15,11,21,0,4,1,28
"chr8_62863981_62864492",20,11,4,1,5,9,6,9,0,2,0,7
"chr8_63009029_63009826",58,40,21,0,10,18,12,22,0,2,0,24
"chr8_63009854_63010418",40,19,12,1,4,12,5,8,1,2,0,11
"chr8_63038475_63039765",166,103,49,1,27,52,45,83,1,14,2,84
"chr8_63146809_63147320",29,21,6,0,4,9,7,7,1,3,0,7
"chr8_63168141_63168851",172,107,47,1,33,74,49,98,0,18,3,114
"chr8_63191894_63192466",58,49,14,0,6,23,14,27,0,4,0,23
"chr8_63199970_63200545",33,20,7,0,8,12,8,6,0,1,0,14
"chr8_63268752_63269333",42,28,9,1,4,10,3,10,1,2,0,15
"chr8_63277368_63277884",13,7,5,0,5,9,3,8,0,4,0,9
"chr8_63391214_63391816",93,49,23,1,9,24,23,43,0,6,2,36
"chr8_63964067_63964578",24,10,4,0,5,5,8,9,0,0,0,10
"chr8_64065776_64066308",54,35,13,1,3,7,8,16,1,6,0,19
"chr8_64581371_64582096",26,12,5,2,8,20,7,11,0,4,0,17
"chr8_64598141_64598939",22,10,5,2,6,13,7,8,1,1,0,14
"chr8_64669874_64670373",7,5,3,0,5,8,2,4,0,1,0,10
"chr8_64816564_64817255",16,12,5,0,5,8,3,7,0,0,0,7
"chr8_65174885_65175405",47,28,11,0,6,15,13,17,0,2,0,20
"chr8_65297679_65298295",75,37,18,1,8,16,12,15,0,4,0,15
"chr8_65533257_65533777",12,10,5,1,2,9,4,7,2,1,0,4
"chr8_65547001_65547527",24,18,6,1,4,9,4,8,0,4,0,8
"chr8_65633957_65634588",174,95,56,0,35,75,54,85,0,17,3,86
"chr8_65644260_65645423",151,91,45,2,36,63,45,70,3,17,2,97
"chr8_65841734_65842783",77,71,34,0,39,68,28,52,0,15,2,81
"chr8_65946203_65946702",14,9,6,0,2,9,2,3,0,0,0,7
"chr8_65948416_65948992",36,28,14,0,9,23,13,17,0,2,1,27
"chr8_65951461_65952284",56,39,22,1,13,28,12,38,0,7,0,40
"chr8_65955646_65956213",14,15,7,0,4,8,3,2,0,0,0,9
"chr8_66009903_66010452",32,22,9,0,5,9,5,8,0,3,0,11
"chr8_66113009_66114057",107,60,30,1,31,58,29,47,0,11,1,68
"chr8_66176791_66177537",30,17,8,0,15,26,9,20,0,7,1,19
"chr8_66428609_66429186",59,40,21,0,21,32,21,39,0,10,0,47
"chr8_66535606_66536121",9,7,3,0,4,6,1,6,0,1,0,10
"chr8_66612668_66614062",80,43,25,0,29,49,24,41,0,11,2,67
"chr8_66667053_66667636",223,151,77,1,70,121,74,146,0,24,4,157
"chr8_66712196_66712792",14,17,6,1,8,13,5,14,0,4,0,17
"chr8_66713751_66714306",19,13,5,0,6,13,2,7,0,2,1,16
"chr8_66774866_66775631",67,53,23,2,20,33,20,51,0,13,2,55
"chr8_66925099_66926106",48,31,15,0,18,26,16,32,0,7,2,43
"chr8_66962426_66963239",18,14,5,1,10,18,3,9,1,5,0,14
"chr8_67028342_67028907",15,12,5,0,8,17,4,9,0,0,0,14
"chr8_67062017_67062761",36,30,11,1,13,31,9,21,1,5,2,26
"chr8_67064022_67064648",45,32,21,2,18,40,18,35,0,7,0,37
"chr8_67343094_67344282",39,37,13,0,20,34,10,24,1,6,0,37
"chr8_67392765_67393321",28,24,6,0,6,16,3,12,0,5,0,22
"chr8_67467291_67467854",22,17,5,2,8,17,6,14,0,2,0,10
"chr8_67604020_67604521",32,21,10,0,5,13,5,7,0,2,0,10
"chr8_67661092_67661727",36,23,9,1,9,20,6,16,0,4,0,20
"chr8_67685968_67686741",39,20,9,1,7,21,9,11,1,3,0,17
"chr8_67688909_67689444",17,16,6,1,3,6,2,8,1,1,0,6
"chr8_67745865_67746695",52,31,14,1,14,26,9,27,1,4,0,26
"chr8_67951855_67952769",17,15,6,1,6,16,5,5,0,2,0,16
"chr8_67968365_67969055",47,27,11,0,5,17,11,13,0,1,0,13
"chr8_68361122_68361870",52,23,10,0,4,14,9,21,1,3,1,19
"chr8_68853939_68854527",18,12,6,1,9,5,6,10,0,3,0,12
"chr8_69681958_69682480",58,36,18,0,10,21,7,13,0,4,0,23
"chr8_69720860_69721375",15,10,4,0,4,10,5,12,0,3,0,14
"chr8_69738488_69739016",22,18,6,1,5,15,4,8,0,1,2,16
"chr8_69763960_69764465",20,10,4,0,2,10,5,5,1,3,0,13
"chr8_69798125_69798730",16,8,6,0,4,10,3,5,0,1,0,5
"chr8_69827711_69828260",23,15,5,0,7,18,4,9,1,3,0,13
"chr8_69832946_69833616",19,18,14,1,8,16,5,12,0,3,0,29
"chr8_69840524_69841039",18,13,5,1,7,18,6,13,1,2,0,15
"chr8_69853813_69854466",21,16,5,0,4,9,4,9,0,2,0,9
"chr8_69994540_69995044",26,13,4,0,4,9,4,13,0,3,0,13
"chr8_70042191_70042779",25,12,4,1,3,9,4,6,0,2,0,10
"chr8_70068852_70069989",21,14,9,1,16,21,4,12,0,3,0,20
"chr8_70246388_70246902",14,11,3,2,1,3,2,3,0,1,1,7
"chr8_70315442_70316077",51,33,9,0,11,25,12,25,0,5,0,26
"chr8_70401928_70402713",132,78,38,0,44,70,42,84,0,22,2,86
"chr8_70534395_70534911",11,8,4,1,6,17,4,5,0,1,0,15
"chr8_70607790_70608755",91,56,44,1,19,51,29,55,0,14,2,81
"chr8_70614780_70615346",19,15,10,0,8,13,4,10,0,2,0,14
"chr8_70641710_70642224",15,9,3,0,8,10,5,7,0,2,0,10
"chr8_70668265_70669451",73,50,27,0,27,47,23,44,1,11,4,53
"chr8_70923358_70923888",9,9,3,0,3,9,3,5,0,1,0,12
"chr8_71039931_71040503",23,22,5,0,6,14,7,9,3,2,0,12
"chr8_71246749_71247600",128,94,38,0,29,58,36,89,0,10,1,58
"chr8_71361581_71362173",39,26,9,2,9,20,9,16,0,6,0,16
"chr8_71694967_71695502",23,12,9,1,8,18,5,12,0,2,0,12
"chr8_71737330_71737908",32,23,9,0,6,13,4,14,0,4,0,15
"chr8_71831187_71831748",14,9,4,1,4,15,4,5,0,4,0,4
"chr8_71843638_71844281",22,17,8,1,9,19,7,13,1,3,0,18
"chr8_71919813_71920314",19,12,4,0,7,9,4,10,0,0,0,13
"chr8_72004540_72005599",28,12,5,0,10,24,6,13,1,3,0,21
"chr8_72075278_72075990",9,6,6,1,5,10,4,6,0,1,0,10
"chr8_72144104_72144675",24,15,5,3,4,14,5,9,0,2,0,14
"chr8_72536478_72537197",23,16,5,4,7,12,4,10,2,1,0,13
"chr8_72542412_72543008",12,6,5,0,3,6,4,8,1,0,0,9
"chr8_72886165_72886739",30,20,6,1,3,14,8,13,1,3,0,8
"chr8_73008441_73009116",164,117,48,1,24,48,41,70,0,11,0,76
"chr8_73168225_73168780",14,8,4,0,4,9,4,9,0,1,1,7
"chr8_73174221_73174796",14,10,6,0,12,17,9,12,0,4,0,19
"chr8_73293664_73294439",151,94,45,0,29,72,40,66,0,21,2,94
"chr8_73305447_73305946",8,4,4,0,4,7,3,5,0,0,0,5
"chr8_73371562_73372083",5,4,3,0,6,10,5,7,1,2,0,9
"chr8_73585777_73586351",10,10,5,0,3,7,1,5,0,1,0,4
"chr8_73590483_73591065",39,21,11,2,6,9,3,3,0,2,0,10
"chr8_73665398_73665897",7,8,3,0,3,5,4,5,0,2,1,4
"chr8_73670185_73670712",19,8,3,2,5,10,4,12,0,3,0,11
"chr8_73694871_73695529",45,29,13,2,9,19,8,15,0,4,1,24
"chr8_73745823_73746426",22,11,6,0,6,8,2,10,0,2,0,12
"chr8_73746486_73747570",62,41,21,1,20,47,21,41,1,8,0,52
"chr8_73878594_73879218",68,36,21,1,15,35,18,36,0,5,1,40
"chr8_73972047_73972683",261,167,90,0,58,148,87,170,0,33,2,177
"chr8_73991028_73991614",16,10,3,1,7,15,5,7,1,2,0,8
"chr8_74051973_74052571",30,22,9,2,8,16,3,9,1,3,0,8
"chr8_74129654_74130197",13,11,7,1,4,9,5,6,0,1,0,5
"chr8_74146612_74147161",65,48,15,3,14,19,17,32,1,7,0,31
"chr8_74295660_74296172",9,5,3,1,5,4,3,3,0,0,0,5
"chr8_74320820_74321639",21,9,9,3,11,18,7,8,2,1,0,14
"chr8_74350145_74350856",164,88,40,5,16,41,36,46,1,16,1,58
"chr8_75157124_75158257",42,10,7,1,8,7,7,7,1,2,1,13
"chr8_75483217_75483784",35,16,5,1,4,9,14,20,0,4,1,22
"chr8_76367749_76368275",32,9,4,0,4,5,7,11,0,0,0,10
"chr8_76454656_76455202",21,11,8,1,7,10,15,18,1,2,0,16
"chr8_76545686_76546215",31,17,5,0,4,10,9,8,1,2,0,14
"chr8_76572878_76573427",54,34,12,0,4,12,8,11,0,2,0,12
"chr8_76580784_76581322",18,14,4,0,3,7,4,13,0,2,0,11
"chr8_76581696_76582271",26,13,4,0,1,9,5,8,0,1,0,12
"chr8_76999938_77000559",280,198,75,1,24,79,72,104,0,22,3,126
"chr8_77310512_77310757",6,4,3,0,0,2,3,4,0,0,0,4
"chr8_77606126_77606653",31,16,9,0,4,9,14,10,1,2,1,13
"chr8_78206627_78207172",21,10,3,0,3,6,6,11,0,3,0,19
"chr8_78665381_78666391",187,86,45,0,18,39,49,82,0,20,2,94
"chr8_78804359_78805718",79,43,15,0,14,28,22,37,1,4,0,43
"chr8_79722782_79723703",11,10,5,0,10,9,0,4,1,2,0,11
"chr8_79765087_79765624",33,17,12,0,6,18,8,17,0,6,0,23
"chr8_79783423_79784418",29,23,9,0,9,23,8,13,0,2,2,28
"chr8_79853728_79854269",14,6,6,1,5,9,4,7,1,1,0,11
"chr8_80029643_80030485",165,121,58,0,30,76,50,89,0,17,2,91
"chr8_80054846_80055415",12,12,4,0,3,5,2,8,0,3,0,10
"chr8_80084967_80085561",18,9,5,0,7,10,7,10,0,3,0,13
"chr8_80134449_80135084",21,12,7,0,9,10,2,4,0,1,0,8
"chr8_80170838_80171783",44,30,18,0,14,29,11,25,0,4,1,35
"chr8_80230594_80231227",20,13,7,0,9,16,9,7,0,3,0,18
"chr8_80296936_80297585",48,39,11,0,14,21,12,21,0,4,2,27
"chr8_80340148_80340772",17,10,5,1,4,11,2,6,1,2,0,9
"chr8_80435947_80436490",16,6,4,0,4,7,0,6,0,0,0,8
"chr8_80485227_80487250",84,70,26,1,26,64,22,49,1,10,1,68
"chr8_80534319_80534919",35,17,6,0,8,15,4,10,0,1,0,12
"chr8_80864645_80865255",79,50,18,2,17,40,13,26,0,7,1,27
"chr8_80872385_80872897",11,13,6,0,4,16,2,5,0,4,0,7
"chr8_80874191_80874690",12,9,4,2,7,11,4,7,0,1,0,9
"chr8_80923690_80924677",23,18,5,2,7,18,7,14,0,2,0,15
"chr8_81026310_81026851",61,44,16,1,16,29,12,30,0,6,0,27
"chr8_81106591_81107380",34,26,7,1,14,18,10,15,0,4,0,15
"chr8_81111472_81112317",42,34,18,0,17,27,14,29,0,8,1,36
"chr8_81140717_81141336",31,16,6,2,4,14,4,9,0,2,0,13
"chr8_81153928_81154501",26,19,9,0,10,25,9,22,0,3,0,29
"chr8_81161108_81161632",9,9,3,0,4,11,1,5,1,2,0,7
"chr8_81280009_81281603",113,64,30,0,25,43,24,38,0,8,1,41
"chr8_81291064_81291563",15,8,3,1,4,2,4,6,2,1,0,9
"chr8_81312851_81313357",23,20,7,2,5,6,3,9,1,2,0,9
"chr8_81338475_81339010",20,10,7,1,2,9,2,4,0,0,0,6
"chr8_81364401_81364951",41,29,10,0,4,18,10,20,0,4,0,17
"chr8_81546827_81547467",31,21,7,2,4,9,5,9,1,2,1,20
"chr8_81557785_81558381",27,17,5,0,7,10,8,10,0,1,1,18
"chr8_81685867_81686621",148,85,35,0,25,43,34,47,0,9,1,59
"chr8_81720693_81721729",100,53,27,1,21,34,18,45,1,8,2,43
"chr8_81780394_81781033",47,27,6,2,7,24,10,22,0,4,0,17
"chr8_81841726_81843078",193,107,43,0,29,67,39,75,2,18,2,98
"chr8_81956567_81957116",47,26,13,4,6,10,12,20,1,2,1,20
"chr8_81959009_81959572",40,28,11,1,4,15,14,21,1,4,0,18
"chr8_82056165_82056696",21,8,4,0,4,9,7,12,0,1,0,12
"chr8_82629775_82630346",24,19,8,0,2,5,5,6,0,1,0,7
"chr8_82820666_82821305",100,54,18,0,4,12,19,32,0,4,0,31
"chr8_83317784_83318345",17,11,7,1,4,8,6,5,0,1,0,10
"chr8_83550678_83551177",24,9,4,0,7,8,9,11,0,3,1,8
"chr8_83801024_83801533",18,10,4,0,3,11,6,9,0,2,0,9
"chr8_83999673_84000205",14,9,5,0,7,14,7,14,0,1,0,11
"chr8_84182914_84183624",61,28,20,0,9,18,13,19,0,5,0,24
"chr8_84257280_84257881",17,9,4,0,3,7,5,9,0,1,0,9
"chr8_84294851_84295593",21,8,6,0,4,13,3,4,0,2,0,6
"chr8_84361284_84362094",24,13,4,0,6,5,4,3,0,1,0,14
"chr8_84386543_84387246",92,61,23,0,9,22,8,13,0,2,0,15
"chr8_84625626_84626627",52,35,8,2,7,13,18,26,0,6,0,23
"chr8_84982078_84982589",29,13,6,0,1,5,4,7,1,2,0,6
"chr8_85007477_85008061",9,9,5,0,4,4,4,7,0,1,0,10
"chr8_85106865_85107692",102,57,23,2,17,38,27,30,0,9,2,47
"chr8_85176589_85177315",32,21,8,0,4,10,7,9,0,2,0,11
"chr8_85177499_85178127",50,29,14,1,8,18,6,14,0,4,1,29
"chr8_85219990_85220967",231,152,67,1,27,76,51,109,1,26,3,121
"chr8_85245268_85246236",110,56,25,1,20,32,23,44,1,6,1,45
"chr8_85459328_85459835",12,12,6,0,3,7,3,6,0,1,0,10
"chr8_85463120_85464049",54,32,18,1,14,30,11,30,0,6,0,40
"chr8_85535059_85535649",14,12,6,0,5,11,7,11,1,4,0,11
"chr8_85581955_85582507",18,12,5,0,9,9,2,6,0,1,0,8
"chr8_85835805_85836453",27,23,7,0,8,14,6,10,0,2,0,14
"chr8_86053019_86053563",17,16,7,1,4,12,4,8,0,3,0,10
"chr8_86342211_86342745",67,45,28,1,16,32,24,49,0,10,0,49
"chr8_86508231_86509077",181,91,60,3,19,44,41,57,0,17,1,78
"chr8_86514204_86514875",23,14,6,2,7,10,9,10,2,3,0,16
"chr8_86523131_86523710",22,10,5,0,4,13,8,13,0,3,0,18
"chr8_86618683_86619385",33,14,10,0,5,10,9,13,0,2,0,18
"chr8_86703251_86703808",40,15,5,0,4,12,11,18,0,3,1,19
"chr8_86738630_86739665",18,13,6,0,4,4,6,10,0,1,0,8
"chr8_86870938_86871699",38,20,7,1,4,15,14,17,1,4,1,19
"chr8_86892862_86893539",27,16,4,1,4,8,7,11,0,1,1,15
"chr8_87581847_87582346",9,5,3,1,3,5,4,3,0,2,0,6
"chr8_87916532_87917048",25,17,3,0,1,4,9,9,0,2,0,9
"chr8_88289644_88290193",34,13,6,0,4,8,14,14,0,2,0,16
"chr8_88320529_88321071",28,15,5,1,2,5,12,12,1,2,0,10
"chr8_88327104_88327796",19,11,5,0,2,7,6,7,0,2,0,8
"chr8_89071609_89072135",34,11,7,0,2,9,11,14,0,3,0,13
"chr8_89253209_89253916",28,17,6,0,6,16,10,12,0,4,0,17
"chr8_89322248_89322763",35,14,7,0,5,4,10,13,0,0,0,12
"chr8_89718171_89718708",13,8,3,1,3,7,4,4,0,2,0,10
"chr8_89725711_89726213",45,28,9,0,8,18,16,34,0,4,1,27
"chr8_89728991_89729550",53,31,13,0,8,23,13,21,0,3,0,17
"chr8_89757431_89758248",91,62,31,0,16,43,25,46,0,9,1,51
"chr8_89776936_89777494",44,28,7,0,9,23,13,12,0,5,1,18
"chr8_89838872_89839388",9,7,3,0,1,6,3,4,0,1,0,4
"chr8_89848177_89848682",15,8,4,0,4,8,3,5,0,3,0,9
"chr8_89855823_89856358",37,26,11,0,6,19,12,24,0,3,1,20
"chr8_89901718_89902738",96,87,48,1,23,51,34,67,0,16,0,72
"chr8_89974426_89975023",56,28,14,0,7,16,8,19,1,5,0,17
"chr8_89983936_89984909",212,131,63,1,35,83,66,109,0,27,3,135
"chr8_89995494_89996035",16,11,4,1,3,11,5,10,0,3,0,11
"chr8_90000684_90001658",148,75,30,2,20,39,31,47,1,19,1,54
"chr8_90005627_90006215",75,53,27,0,16,26,26,45,0,8,1,22
"chr8_90082564_90083088",15,9,4,0,5,13,5,8,0,0,0,9
"chr8_90230879_90231506",66,29,14,0,6,15,11,16,0,2,0,18
"chr8_90467533_90468129",54,33,12,0,5,17,11,18,0,6,0,22
"chr8_90645358_90646485",102,90,38,0,14,34,24,38,0,9,1,70
"chr8_90985097_90985820",26,11,7,0,5,12,4,9,0,2,0,21
"chr8_91031933_91032535",23,18,5,0,5,10,3,14,0,3,0,11
"chr8_91039966_91041097",75,48,25,0,20,38,21,38,1,4,1,47
"chr8_91069828_91070495",253,147,78,1,40,91,71,129,0,28,3,135
"chr8_91173087_91173623",13,9,4,0,5,8,4,5,0,1,0,6
"chr8_91180145_91180698",39,31,6,0,6,23,16,24,1,4,0,20
"chr8_91253018_91253747",19,8,7,1,2,8,4,7,0,2,1,9
"chr8_91418225_91418780",20,4,3,0,3,6,5,5,0,2,0,7
"chr8_91661954_91662547",24,8,8,0,4,14,8,10,2,1,1,13
"chr8_92412832_92413336",11,5,4,3,2,5,5,4,0,1,0,7
"chr8_92426309_92426941",32,20,7,1,3,13,10,11,0,1,0,10
"chr8_92482635_92483313",48,33,12,0,6,10,6,9,0,1,0,12
"chr8_92511217_92511793",29,19,4,0,8,13,7,11,0,5,0,16
"chr8_92524298_92525521",106,56,21,1,11,36,18,34,3,5,1,43
"chr8_92758417_92759022",37,17,7,0,4,11,8,15,0,4,0,23
"chr8_92945096_92945835",40,20,8,0,9,14,9,10,1,2,0,12
"chr8_92956714_92957305",15,11,4,1,1,4,2,2,0,0,0,5
"chr8_92965313_92966443",336,178,91,0,51,115,89,162,1,23,5,137
"chr8_93267893_93268484",36,27,7,0,5,15,6,8,0,3,0,11
"chr8_93330157_93330707",14,6,4,0,5,8,4,6,0,2,0,10
"chr8_93565354_93565853",12,5,3,0,7,7,4,9,0,1,0,6
"chr8_93700095_93701166",18,13,7,1,10,15,9,7,1,2,1,20
"chr8_93740517_93741342",99,58,30,1,23,56,25,38,0,9,0,54
"chr8_93754560_93755127",60,31,14,0,19,32,15,32,0,6,1,27
"chr8_93883996_93884517",31,21,7,1,12,14,5,10,0,1,0,17
"chr8_93916198_93917164",89,59,27,2,22,47,17,49,0,11,0,76
"chr8_94065623_94066262",24,20,7,1,4,11,3,8,0,2,0,9
"chr8_94474482_94475411",77,49,17,0,14,39,14,34,0,11,1,44
"chr8_94553271_94553948",100,78,39,0,35,75,41,76,1,12,0,86
"chr8_94719349_94720005",54,33,20,0,24,28,9,31,0,4,0,36
"chr8_94822568_94823935",65,55,19,2,29,52,29,46,1,8,1,64
"chr8_94862321_94862896",33,21,5,0,5,12,7,14,0,3,1,12
"chr8_94894858_94896242",61,56,39,3,31,59,26,47,0,10,1,71
"chr8_95024640_95025487",47,41,23,1,18,38,16,42,0,8,0,53
"chr8_95074192_95074962",26,14,7,2,11,25,7,7,2,4,1,18
"chr8_95087486_95088160",36,28,15,0,11,33,8,18,0,4,1,28
"chr8_95133358_95133999",51,35,17,0,24,33,20,37,0,5,1,45
"chr8_95181329_95181897",22,17,9,3,7,15,4,13,1,1,0,17
"chr8_95214442_95215087",11,10,7,1,6,10,4,5,1,2,0,8
"chr8_95235673_95236230",16,14,7,0,7,6,2,3,1,2,0,7
"chr8_95268583_95270084",97,66,36,3,32,51,33,51,2,11,4,76
"chr8_95966341_95966937",22,12,5,0,7,15,8,12,0,2,0,12
"chr8_96235307_96235919",47,34,19,0,13,28,14,26,0,5,0,26
"chr8_96261238_96262088",59,55,27,2,17,42,21,45,1,12,1,66
"chr8_96570609_96571491",18,16,5,2,7,16,4,11,0,2,0,12
"chr8_96644795_96645881",45,27,16,0,16,26,10,22,0,9,0,43
"chr8_96760525_96761550",28,19,8,0,9,18,4,10,1,2,1,18
"chr8_96853867_96854421",19,18,7,1,7,14,5,10,1,4,0,19
"chr8_96887898_96888489",33,22,11,0,11,18,8,9,0,2,0,16
"chr8_96893707_96894221",17,13,3,0,7,11,2,8,0,1,0,12
"chr8_96988986_96989485",5,9,4,1,5,9,2,6,1,2,0,8
"chr8_97361702_97362210",14,11,3,1,11,11,3,10,1,2,0,7
"chr8_97598166_97598767",15,14,5,1,5,9,2,8,0,1,0,12
"chr8_97643338_97644659",45,32,22,3,20,35,16,31,2,6,3,45
"chr8_98045282_98045911",30,17,10,2,10,27,10,25,0,4,1,27
"chr8_98116945_98117488",43,34,15,1,13,27,13,24,0,7,1,43
"chr8_98293314_98294244",18,12,7,0,8,16,7,10,1,1,2,21
"chr8_98825195_98826404",40,39,17,2,22,36,23,38,2,8,0,60
"chr8_98940744_98941456",20,12,5,1,10,20,5,10,1,4,1,31
"chr8_99012744_99013703",37,24,15,1,15,33,9,24,0,9,0,36
"chr8_99893266_99893976",19,16,7,1,8,18,4,12,0,2,1,20
"chr8_100145562_100146220",12,11,8,2,8,19,5,15,1,3,0,22
"chr8_100149862_100150887",20,11,8,0,15,19,6,15,0,4,0,27
"chr8_100212680_100213294",22,21,8,0,13,23,12,16,0,4,0,30
"chr8_100226797_100227407",12,11,6,1,4,8,4,9,0,0,0,9
"chr8_100309249_100310360",56,43,26,1,28,44,15,44,0,7,1,68
"chr8_100437818_100438427",18,14,5,0,12,17,4,13,0,2,1,20
"chr8_100475610_100476345",12,9,7,1,10,17,2,6,0,3,0,19
"chr8_100559482_100560064",30,20,12,0,12,27,10,17,1,4,0,31
"chr8_100721832_100722942",85,62,38,2,39,66,47,93,1,13,1,119
"chr8_100791529_100792143",14,14,7,0,9,13,5,12,0,1,0,14
"chr8_100901466_100902069",8,6,5,0,6,14,1,4,0,0,0,9
"chr8_100950235_100950963",33,22,14,1,12,25,14,29,0,9,0,39
"chr8_100951792_100952457",52,50,28,0,34,48,30,68,0,8,1,74
"chr8_101108458_101109134",31,25,13,1,16,31,7,17,0,3,0,25
"chr8_101126357_101127182",9,9,7,0,10,20,5,9,0,2,1,22
"chr8_101137027_101137674",57,47,25,1,23,36,14,39,0,8,1,56
"chr8_101205164_101206197",70,52,29,0,36,52,32,66,0,10,2,88
"chr8_101358931_101359560",8,9,5,0,6,11,3,5,0,0,0,6
"chr8_101504485_101505002",13,9,5,2,4,9,4,7,1,2,0,3
"chr8_102107782_102108336",15,8,5,1,11,22,4,13,1,2,0,16
"chr8_102128330_102129018",14,10,5,1,9,16,5,15,1,2,0,16
"chr8_102196877_102197489",17,13,4,1,6,14,2,8,0,2,0,14
"chr8_102238592_102239620",206,127,88,1,61,127,89,168,0,37,4,202
"chr8_102412482_102413222",60,38,27,1,31,43,26,44,1,10,0,66
"chr8_102528441_102529058",39,19,16,0,18,27,6,25,0,3,1,35
"chr8_102567823_102568459",9,14,6,0,7,14,4,7,0,2,0,12
"chr8_102600693_102601659",42,37,15,0,16,30,13,31,1,9,3,43
"chr8_102653506_102654434",66,50,31,1,38,55,35,81,2,8,1,76
"chr8_102655447_102656161",41,42,17,0,33,33,29,50,1,6,0,62
"chr8_102776285_102776885",10,6,5,3,7,14,1,4,1,3,0,11
"chr8_102788847_102789622",23,13,12,1,12,23,7,18,2,4,0,30
"chr8_102795021_102795605",31,29,15,3,12,20,7,19,1,4,0,25
"chr8_102807264_102807885",26,18,11,0,14,28,8,16,1,2,0,30
"chr8_102810788_102811073",14,9,7,0,10,16,8,18,0,1,0,23
"chr8_102862818_102863440",44,37,19,1,11,30,10,32,0,6,0,38
"chr8_102863984_102865007",47,46,24,1,35,49,20,49,1,10,2,56
"chr8_102886804_102887474",99,78,33,0,27,58,27,60,0,10,2,50
"chr8_102961594_102962276",18,18,5,0,7,13,6,10,0,3,0,12
"chr8_102978428_102979036",22,21,4,0,6,18,7,16,0,5,0,13
"chr8_102979665_102980164",8,11,4,1,6,13,4,4,0,2,0,9
"chr8_103020687_103021380",53,45,23,0,16,40,17,38,0,9,2,50
"chr8_103055134_103055704",17,15,7,0,4,14,3,9,0,2,0,11
"chr8_103184560_103185091",25,18,12,1,9,20,9,10,0,2,0,16
"chr8_103298456_103299129",13,9,5,1,7,11,3,5,1,2,0,15
"chr8_103414698_103415503",266,162,88,0,52,113,72,144,0,29,2,157
"chr8_103445429_103445928",6,6,4,0,3,8,4,8,0,1,0,12
"chr8_103501643_103502172",16,9,4,2,2,8,4,8,0,3,0,12
"chr8_103511923_103512502",28,15,6,0,8,18,7,13,0,3,1,16
"chr8_103613802_103614516",48,37,10,0,9,19,7,12,0,1,0,19
"chr8_103659496_103660549",14,8,6,2,15,22,4,7,0,3,0,24
"chr8_103707213_103707990",33,17,5,0,7,15,7,15,0,3,0,20
"chr8_103980418_103981060",37,20,9,1,6,12,12,14,1,4,1,18
"chr8_104244755_104245267",14,8,4,1,4,7,6,13,0,2,0,9
"chr8_104329681_104330342",134,93,47,1,23,54,41,72,0,15,2,78
"chr8_104361121_104361693",52,27,8,0,5,18,12,17,1,7,1,24
"chr8_104411494_104412280",82,52,24,0,7,15,20,22,0,6,0,30
"chr8_104417736_104418474",30,15,5,0,4,14,5,14,0,5,0,14
"chr8_104588836_104589617",78,89,31,0,11,41,29,53,0,8,1,54
"chr8_104787745_104788280",24,8,4,1,4,7,8,9,0,1,0,12
"chr8_104864475_104865004",33,23,7,0,5,14,13,20,0,2,0,20
"chr8_104867862_104868430",15,16,4,0,4,6,4,5,0,0,0,6
"chr8_105318668_105319696",34,22,9,1,6,11,6,8,0,4,0,9
"chr8_105729464_105729969",24,17,4,0,0,11,9,13,0,3,0,16
"chr8_106161900_106162505",82,64,20,1,8,14,14,18,0,3,0,23
"chr8_106170589_106171129",28,17,8,0,3,5,4,4,0,0,0,10
"chr8_106206248_106206794",22,6,7,1,6,11,8,9,0,2,0,11
"chr8_106269765_106270457",233,162,81,0,26,52,67,105,0,18,2,117
"chr8_106514096_106514700",17,16,6,0,2,7,4,7,0,1,0,7
"chr8_106556495_106557118",105,79,22,0,10,27,18,28,0,4,0,31
"chr8_106591737_106592427",32,15,5,1,5,6,8,10,1,1,0,10
"chr8_106657361_106658097",93,64,23,1,15,28,17,36,0,7,0,35
"chr8_106725764_106726393",28,14,5,1,5,12,6,16,0,4,0,18
"chr8_106757878_106758459",70,47,20,0,11,21,10,19,0,5,0,19
"chr8_106762980_106763479",26,12,4,0,9,13,4,8,1,2,0,11
"chr8_106765140_106765639",6,7,4,0,4,7,2,5,1,2,0,8
"chr8_106856416_106856956",21,13,4,0,5,9,9,10,0,1,0,15
"chr8_107068559_107069088",14,5,3,0,3,9,5,11,0,2,1,6
"chr8_107223225_107223760",43,23,9,3,2,7,7,12,0,2,0,10
